bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,lat,long,price
3,1.5,1360,13496,1960,98198,47.4032,-122.314,345000
4,2.25,2100,8050,1978,98055,47.4391,-122.193,283500
2,1,2110,4920,1911,98103,47.6872,-122.339,425000
3,1.75,2210,8955,1974,98033,47.6621,-122.189,685000
3,2.5,2360,12987,1983,98006,47.5471,-122.149,750000
4,1.5,1280,8000,1960,98178,47.4949,-122.255,245000
6,3.75,2740,6924,1962,98144,47.5816,-122.296,585444
4,2.5,2740,7571,2009,98033,47.6962,-122.179,706000
4,2,2630,9099,1944,98146,47.5067,-122.361,445000
3,2,1650,6000,1990,98023,47.2904,-122.353,241000
2,2.5,1770,7155,1957,98155,47.7345,-122.285,1180000
3,1,1500,5750,1927,98126,47.5677,-122.376,530000
3,1.5,1430,12199,1948,98133,47.7352,-122.33,350000
4,3.75,3190,17186,1999,98178,47.5115,-122.246,1700000
3,1,1280,9630,1968,98072,47.7677,-122.163,389000
4,2.75,2390,6820,1945,98115,47.6788,-122.27,799000
4,2.5,4040,9630,1951,98199,47.6408,-122.41,1400000
2,1,920,8612,1947,98155,47.734,-122.301,340895
4,2.5,2730,10281,1996,98074,47.6227,-122.029,780000
2,1.5,1320,73600,1993,98001,47.2755,-122.271,350000
3,2.5,2620,4874,1999,98065,47.5328,-121.879,470000
4,3,3180,80837,1985,98072,47.7336,-122.134,914600
4,2.5,2900,4762,2005,98042,47.3663,-122.129,354000
5,2,1900,6000,1920,98033,47.6831,-122.186,470000
3,2,1760,5400,1927,98103,47.6558,-122.331,715000
2,1,760,4000,1950,98108,47.5466,-122.304,265000
4,3,3710,20000,1936,98105,47.6696,-122.261,2540000
3,1,1530,4944,1950,98103,47.6857,-122.341,640000
4,1.75,1990,18900,1929,98168,47.5131,-122.313,290000
5,4.75,3830,35000,1976,98077,47.7597,-122.079,480000
3,2,2040,5600,1954,98144,47.5959,-122.293,535000
3,1.75,2170,12220,1965,98033,47.6537,-122.195,907000
3,1.75,1620,7330,1974,98034,47.7148,-122.213,459000
3,2.5,3600,21399,1950,98008,47.6191,-122.099,1360000
3,1.5,1470,11599,1967,98030,47.3632,-122.188,264950
3,1,1760,3000,1900,98103,47.6598,-122.348,352950
3,2.25,2230,13100,1974,98006,47.5413,-122.174,491500
4,3.5,3770,37034,1989,98007,47.6463,-122.151,1230000
3,1,1200,9194,1952,98155,47.7362,-122.319,369500
3,2.5,2090,6294,2004,98052,47.686,-122.095,566000
3,2.25,1500,7308,1968,98055,47.4621,-122.187,290000
5,5,8000,23985,2009,98004,47.6232,-122.22,5350000
3,1,870,5330,1969,98042,47.369,-122.077,180000
2,1,1010,6000,1944,98133,47.771,-122.353,215000
2,1,1010,6000,1944,98133,47.771,-122.353,302000
3,1.75,1860,7881,1986,98198,47.3855,-122.322,352500
4,2,1330,5926,1942,98056,47.496,-122.19,235867
3,2.25,1760,11946,1978,98074,47.624,-122.05,500000
3,2.25,1800,4500,1995,98019,47.7462,-121.98,382000
5,2.5,1690,2402,1930,98117,47.6903,-122.38,515000
1,1,660,2600,1919,98144,47.5723,-122.304,250000
3,2.25,2400,5300,1939,98117,47.6876,-122.384,672500
3,2.25,3020,13031,1989,98052,47.6897,-122.098,755000
3,1,1500,2555,1910,98109,47.627,-122.353,707500
4,2,1560,3840,1924,98117,47.6882,-122.365,459000
3,1,1090,10620,1959,98032,47.3748,-122.294,140000
2,1,970,4284,1905,98103,47.6667,-122.333,495000
3,3.25,3190,5283,2007,98029,47.5534,-122.002,757000
3,3.25,3190,5283,2007,98029,47.5534,-122.002,765000
4,1.5,1890,6052,1955,98125,47.7055,-122.3,359000
3,1,1050,7500,1900,98136,47.5473,-122.396,440000
4,1.5,1390,7200,1965,98133,47.7224,-122.332,400000
3,2,1700,4080,1941,98117,47.6785,-122.393,652000
3,1.75,1050,5850,1980,98166,47.4574,-122.358,260000
5,3,3340,10796,1964,98040,47.5421,-122.229,1330000
4,2,1540,17859,1964,98027,47.5326,-122.032,519500
3,1,1710,5992,1928,98103,47.6861,-122.354,650000
4,2.25,2100,8075,1978,98003,47.3251,-122.329,280000
4,1.75,1730,7980,1965,98007,47.6219,-122.138,515000
3,2.25,1500,2692,1986,98034,47.7159,-122.203,400000
3,2.5,2380,5017,2003,98074,47.6297,-122.021,652100
6,3,2180,7956,1980,98003,47.3054,-122.305,235000
4,1.5,1840,10080,1907,98118,47.5575,-122.279,701000
4,2.5,2341,9594,1997,98052,47.6993,-122.115,640000
3,2.5,1690,4584,2002,98053,47.6866,-122.043,455800
3,2.5,2490,21937,1993,98014,47.6442,-121.898,504750
3,3,2440,15540,1992,98074,47.6104,-122.06,483000
3,0.75,920,20412,1950,98070,47.4781,-122.49,530000
2,1,1030,8786,1956,98146,47.4814,-122.341,250000
5,2.75,2000,5885,1994,98023,47.3155,-122.347,229950
4,3.5,4210,9414,2001,98074,47.6067,-122.022,884744
3,1.5,1610,9964,1977,98052,47.6681,-122.143,514000
3,2.25,1910,35015,1977,98027,47.4672,-122.006,532000
4,2.5,2660,5539,2004,98059,47.4981,-122.162,423000
2,1,820,4025,1922,98126,47.5649,-122.38,420000
3,1.75,1730,18250,1988,98011,47.737,-122.201,521000
4,2.25,2360,7490,1979,98033,47.6988,-122.169,577000
3,1,970,8040,1956,98007,47.603,-122.132,425000
4,2.5,2460,4862,2004,98028,47.7719,-122.235,495000
3,2.5,2690,8577,1987,98023,47.3026,-122.351,340000
3,3.5,1820,1991,2014,98144,47.596,-122.298,499950
4,3,3470,4750,2014,98116,47.5917,-122.386,1220000
4,2.75,3370,7634,1977,98056,47.5259,-122.204,720000
3,1.5,1700,8247,1970,98031,47.4216,-122.174,249000
3,1,1340,11070,1978,98030,47.3527,-122.178,206135
5,2.75,2000,9276,1968,98055,47.444,-122.19,300000
6,3,3840,14040,1949,98178,47.506,-122.241,612000
5,2.5,3890,27311,1950,98177,47.7291,-122.363,1100000
4,2,1220,9100,1970,98023,47.2964,-122.376,230000
3,1,2280,4600,1936,98119,47.6378,-122.372,850000
4,2.5,2770,7000,1979,98001,47.3396,-122.256,355000
4,2.5,2520,7253,1990,98059,47.5148,-122.159,442000
4,3,3060,5000,2001,98042,47.3786,-122.126,399000
4,2.5,2390,7115,1999,98092,47.2593,-122.222,360000
3,1.75,1320,7725,1978,98058,47.4425,-122.133,390000
5,2.5,2900,8711,1977,98011,47.7752,-122.197,413000
2,1,700,9500,1951,98118,47.5294,-122.276,190000
3,2.5,2210,9226,1998,98045,47.4849,-121.782,432900
3,2.25,2180,7741,1986,98074,47.6482,-122.072,621138
3,2.25,2080,4252,2003,98042,47.4203,-122.157,270000
4,2.25,2090,35040,1980,98075,47.5739,-122.032,610000
3,2,1720,5525,1941,98108,47.559,-122.298,500000
4,2.25,2460,40635,1968,98053,47.6627,-122.032,715000
3,1.5,1470,14821,1958,98042,47.3658,-122.148,264000
3,1.75,1650,3200,1901,98102,47.6209,-122.317,550000
3,2,1690,9087,1997,98042,47.3724,-122.108,337000
3,1,970,8710,1962,98198,47.4167,-122.302,170000
4,2.5,2030,9095,1972,98034,47.7321,-122.185,405000
4,2.5,2540,28563,1984,98052,47.7185,-122.114,775000
3,2.25,1570,7475,1983,98034,47.7223,-122.174,425000
5,2.75,2580,9242,1967,98007,47.5943,-122.133,713000
5,2.5,2090,8712,1966,98008,47.5968,-122.127,555000
4,2.5,3260,5608,2003,98029,47.5453,-121.995,810000
4,3.75,3830,41263,1990,98077,47.7237,-122.042,1250000
3,3.5,2130,6150,1908,98199,47.6491,-122.405,819000
3,2.5,1690,1200,2013,98106,47.5389,-122.367,409900
2,2.5,1780,2067,1974,98004,47.6132,-122.21,935000
4,1.75,1620,7560,1947,98117,47.6981,-122.4,657500
6,3.75,4210,6105,2008,98059,47.5211,-122.157,900000
5,3.25,2980,7095,1998,98115,47.6919,-122.294,932800
3,2,1490,9000,1977,98006,47.5455,-122.184,391000
4,2.5,2110,9825,2000,98059,47.4979,-122.153,420000
6,3.5,6563,32670,2002,98005,47.6078,-122.157,1300000
3,1.5,1510,16800,1956,98133,47.751,-122.338,415000
3,1.75,1830,9425,1946,98146,47.5038,-122.379,350000
2,1,1230,1820,1948,98107,47.6684,-122.401,375000
3,1.75,2180,14135,1947,98033,47.673,-122.187,860000
4,2.25,2220,8872,1961,98006,47.5491,-122.17,495000
4,2.25,1730,8400,1962,98001,47.3386,-122.288,250000
4,2.25,1990,21312,1968,98058,47.439,-122.144,365000
3,2.75,1540,6760,1980,98034,47.7163,-122.212,503000
2,1,1100,7200,1944,98058,47.4752,-122.172,150000
4,1.75,1640,1480,1912,98105,47.6684,-122.314,450000
4,3,2590,7213,2001,98001,47.2609,-122.289,355000
3,2,1450,9333,1972,98003,47.346,-122.315,245000
3,2,1180,7793,1992,98031,47.4053,-122.181,265900
4,2.5,1820,7575,1975,98058,47.4339,-122.167,299000
4,2.25,2360,11523,1968,98040,47.5318,-122.224,957500
3,1,1120,7250,1972,98034,47.7143,-122.211,343000
3,2.25,1646,7364,1994,98038,47.3646,-122.037,307500
5,3.75,4210,14599,2004,98065,47.5364,-121.858,937500
3,3,2480,45302,1976,98077,47.7591,-122.073,610000
3,1.5,1590,7080,1952,98136,47.5244,-122.386,720000
4,2,2130,2620,1919,98103,47.6515,-122.346,610000
3,1.75,1650,7965,1967,98034,47.7335,-122.193,434500
2,2.5,3090,47044,1979,98058,47.4291,-122.177,602500
4,2.5,2180,4000,2002,98118,47.5553,-122.269,607010
3,1,1800,5750,1947,98117,47.686,-122.395,610000
4,2.5,3720,35000,1983,98072,47.7582,-122.13,828500
3,1,1100,8560,1961,98023,47.329,-122.338,199990
3,1.75,1530,9362,1987,98038,47.3643,-122.049,294000
4,2.5,3010,6100,2005,98052,47.6647,-122.08,789500
3,3.5,3500,9473,2008,98075,47.5807,-121.972,797000
5,3,3100,5250,2006,98065,47.5369,-121.888,539950
4,1.5,2000,6778,1962,98198,47.3708,-122.311,284950
4,1.5,2290,10372,1965,98033,47.6888,-122.199,776500
4,2.5,2400,10070,1967,98034,47.7104,-122.24,525000
3,2.5,1850,4957,1999,98092,47.3311,-122.17,303000
3,3.25,3680,7650,1988,98074,47.6272,-122.033,722080
3,1,1060,7473,1959,98198,47.3699,-122.309,140000
3,1,1060,7473,1959,98198,47.3699,-122.309,235000
3,1,1610,5500,1903,98103,47.698,-122.351,440000
3,1.75,2330,6000,1940,98126,47.5765,-122.378,605000
2,1,1210,4800,1950,98108,47.5625,-122.316,380000
4,1,1530,8890,1925,98106,47.5308,-122.35,352000
4,2.25,2270,12000,1979,98072,47.7559,-122.148,420000
4,2,2590,7220,1930,98199,47.647,-122.41,1180000
3,1.5,1850,10572,1953,98004,47.6194,-122.208,1380000
3,1.5,1500,14750,1933,98168,47.495,-122.318,300000
4,3.25,4740,49091,1990,98053,47.6624,-122.071,1150000
2,1.5,1710,4189,1951,98136,47.5286,-122.383,453500
3,2,1920,7598,1972,98177,47.7735,-122.363,443500
2,1,1150,8138,1954,98155,47.737,-122.325,332000
3,2.5,2320,4721,2004,98075,47.591,-122.017,655000
4,1,1420,6000,1950,98115,47.6844,-122.302,475000
3,1.75,1550,12956,1988,98045,47.4711,-121.752,372500
4,2.5,2920,7200,1921,98144,47.5947,-122.288,1050000
3,1.75,1620,4200,1945,98115,47.6743,-122.285,500000
6,2.75,2300,24773,1950,98040,47.5833,-122.242,900000
3,1,1070,7140,1989,98118,47.5427,-122.288,327500
3,1.75,1790,7123,1913,98019,47.7429,-121.981,390000
2,1.5,1510,1962,1985,98007,47.6214,-122.153,451101
4,1,1340,5800,1914,98116,47.5658,-122.389,455000
4,2.5,3350,46748,2004,98010,47.3432,-122.025,650000
3,2.5,2500,7746,1993,98112,47.6393,-122.311,895000
4,2.25,2350,10664,1952,98040,47.5743,-122.238,800000
4,2.25,2550,12918,1987,98006,47.5623,-122.109,703770
3,1.75,1320,10454,1968,98002,47.2844,-122.216,249950
2,2,1270,3881,1926,98105,47.6694,-122.298,512000
5,2.5,3480,74052,1972,98027,47.4961,-122.063,780000
3,2.25,2820,11625,1986,98092,47.2621,-122.218,336000
3,2,2110,6900,1955,98178,47.504,-122.26,285000
3,1.75,1100,7224,1981,98032,47.3717,-122.277,229900
4,3,1920,4000,1931,98116,47.5718,-122.385,667500
4,2.5,1890,12236,1978,98045,47.4491,-121.78,378000
3,2.5,2530,43733,1991,98045,47.46,-121.708,454000
4,2.5,2550,4630,2005,98075,47.5928,-122.004,537500
3,1,1550,4160,1926,98118,47.5387,-122.265,425000
3,2,1760,6600,1998,98030,47.3836,-122.184,290000
3,2,1270,3600,1963,98122,47.6099,-122.297,349500
3,2.75,1250,1655,2006,98136,47.5554,-122.382,370000
3,1.75,1620,8438,1961,98125,47.703,-122.281,549500
2,1,710,6322,1942,98126,47.5165,-122.376,245000
3,1.75,1070,7200,1994,98010,47.3134,-122.023,208000
4,2.25,2320,8760,1966,98032,47.3627,-122.285,248000
4,3.25,5450,37058,1984,98042,47.351,-122.087,610000
4,2.5,1670,5116,1999,98155,47.7667,-122.33,550000
3,2.75,3010,206910,2001,98045,47.4881,-121.721,750000
2,1.75,1340,7380,1940,98055,47.4785,-122.229,192000
2,1,790,4000,1908,98112,47.6248,-122.301,169317
4,3.5,3400,3850,2008,98112,47.6258,-122.302,1200000
2,1,1530,6350,1923,98112,47.6325,-122.303,880000
1,1,930,7129,1948,98133,47.7234,-122.333,210000
3,1.5,1540,9800,1973,98058,47.4676,-122.184,180500
4,2,1990,29078,1984,98074,47.6471,-122.057,540000
3,1.75,2300,35722,1984,98072,47.7455,-122.112,520000
3,1.5,1220,6000,1968,98055,47.4904,-122.222,177500
3,1.75,2380,5650,1956,98118,47.5119,-122.255,415000
4,2.5,2020,7200,1968,98034,47.7289,-122.201,495000
3,2.25,1890,9646,1966,98168,47.4838,-122.299,325000
2,1.75,1330,4903,1985,98052,47.6819,-122.161,440000
3,1.75,1490,9844,1959,98155,47.7626,-122.297,411000
5,3.5,3550,9600,1998,98118,47.5484,-122.269,810000
5,1.75,2040,8996,1962,98008,47.588,-122.118,561750
4,2.5,2380,12573,1963,98005,47.5984,-122.176,835100
3,2.25,1780,9969,1985,98034,47.7286,-122.168,450000
3,2.5,1650,2807,2004,98055,47.4328,-122.196,238000
3,1,1510,142803,1974,98001,47.3192,-122.287,299000
2,1,1100,6240,1941,98199,47.6446,-122.403,570000
3,1.75,2190,12626,1978,98042,47.3845,-122.154,340000
2,1.75,1760,2275,1912,98116,47.5803,-122.393,450000
4,1.5,1800,8786,1966,98146,47.4982,-122.345,272750
4,2,2000,6380,1949,98115,47.6956,-122.303,520000
3,1,990,10723,1960,98059,47.4887,-122.133,284950
2,1.5,1480,9660,1949,98188,47.4577,-122.289,255000
2,1,1200,9488,1941,98168,47.4832,-122.299,231500
1,2,3000,204732,1979,98014,47.6331,-121.945,415000
4,2.5,3504,6000,2006,98001,47.3012,-122.285,330000
3,1.5,1300,12240,1963,98028,47.737,-122.243,365000
4,2,1330,9188,1928,98198,47.401,-122.319,425000
4,1.75,1850,6480,1958,98108,47.5525,-122.313,400000
4,2.5,2240,9701,1989,98023,47.3086,-122.392,335000
3,3,1260,1251,2003,98144,47.5943,-122.296,342000
8,5,2800,2580,1997,98122,47.6086,-122.303,490000
4,1.75,1820,14319,1969,98059,47.4757,-122.148,331500
3,2.5,1730,4102,1996,98074,47.645,-122.084,960000
4,2.5,3350,35298,1985,98053,47.6506,-122.036,720500
3,2.5,3370,6550,1912,98126,47.5442,-122.38,830000
3,1.75,1240,3600,1926,98116,47.5797,-122.405,662990
4,2,2340,10507,1959,98030,47.3578,-122.178,220000
5,2,1880,4179,1952,98118,47.5536,-122.283,349950
3,2,1810,2159,1922,98109,47.6273,-122.345,550000
3,1.75,2340,5668,1941,98106,47.5588,-122.364,396000
4,1.5,2820,4000,1911,98103,47.6638,-122.348,635000
3,1,1020,7650,1940,98133,47.7198,-122.352,293000
3,2.25,2090,10120,1979,98058,47.4654,-122.174,339000
4,2.25,1830,8734,1991,98030,47.3679,-122.179,285000
6,2.75,2980,5000,1916,98103,47.6684,-122.331,775000
4,1.5,1600,9289,1959,98002,47.3107,-122.212,224000
4,3.5,4440,8125,1922,98144,47.5744,-122.283,2250000
3,1,1200,8514,1959,98022,47.2043,-122.008,165050
3,1.25,1230,4500,1913,98118,47.5301,-122.271,275000
5,3,2930,5500,1951,98118,47.5572,-122.281,445000
3,2.25,2370,38639,1978,98077,47.771,-122.099,510000
4,2.5,3040,7000,2001,98040,47.5934,-122.244,1230000
3,1.5,1610,13500,1970,98155,47.7674,-122.31,390000
3,2.25,2350,10450,1977,98028,47.7433,-122.259,460000
3,1.75,2000,14733,1958,98005,47.6001,-122.178,700000
4,3.5,3530,14406,1987,98034,47.7073,-122.244,874150
3,2.25,2220,9800,1987,98155,47.7635,-122.286,470000
3,1.75,2000,9416,1961,98033,47.697,-122.175,374000
2,1.75,1210,131115,1950,98070,47.4599,-122.45,510000
2,2.5,1140,1181,2007,98107,47.6713,-122.383,467000
4,2.5,2440,28405,2002,98028,47.7386,-122.238,576000
3,2,1560,7352,1992,98001,47.2804,-122.251,196440
4,2.5,3210,18901,1993,98077,47.709,-122.073,825000
2,1,930,2600,1981,98034,47.7242,-122.161,281000
3,2.5,1782,1577,2000,98125,47.7114,-122.301,326000
3,1.75,1740,46580,1980,98010,47.3583,-121.927,340000
5,1.75,3690,36036,1985,98042,47.3473,-122.085,440000
4,2.5,2930,18199,1998,98075,47.5937,-122.047,749000
4,1,1230,8316,1963,98034,47.7269,-122.24,340000
3,2,2000,7000,1916,98136,47.5452,-122.393,561000
3,2.25,1520,7930,1988,98038,47.3605,-122.049,270000
2,1,1040,3600,1919,98112,47.619,-122.311,600000
4,1.5,1120,5427,1969,98042,47.3628,-122.087,219900
3,1.75,3020,360241,1992,98092,47.2662,-122.088,617000
3,2.25,1820,8446,1978,98034,47.7208,-122.236,469000
3,1,1370,56628,1942,98003,47.3058,-122.306,229000
4,3,3130,2646,1906,98102,47.6272,-122.316,1270000
3,1.5,1640,8301,1958,98155,47.7443,-122.327,365000
4,2.5,2650,9301,2001,98001,47.3477,-122.271,429000
4,2.5,2850,6809,2003,98019,47.7353,-121.973,550000
3,2.5,1820,16300,1955,98166,47.4582,-122.365,453000
3,1.5,1180,7000,1977,98023,47.2966,-122.374,187500
6,2.5,1880,14350,1955,98133,47.7556,-122.352,520500
3,1.75,1280,12776,1977,98031,47.4212,-122.199,300000
4,3.25,3120,5000,2005,98115,47.69,-122.299,799000
3,2.5,2470,4948,2003,98038,47.3438,-122.039,338000
3,1,1700,4400,1906,98122,47.612,-122.292,800000
2,2,1180,3200,1945,98136,47.5275,-122.383,360000
6,2.5,2800,10490,1968,98177,47.7735,-122.378,442500
4,1,1300,1651359,1920,98022,47.2313,-122.023,700000
5,3,3040,9601,1968,98040,47.5562,-122.22,830000
3,2.5,1630,11592,1987,98011,47.7574,-122.228,360400
3,1,1340,9339,1960,98056,47.5407,-122.177,345000
3,1.75,1830,51836,1966,98059,47.4774,-122.098,300000
3,1,1240,10800,1959,98056,47.5233,-122.185,350000
4,2,2500,36900,1972,98038,47.3708,-122.049,368000
3,1.75,1760,7482,1966,98023,47.3129,-122.369,264000
3,2,2660,16677,1990,98038,47.3689,-122.055,435000
3,1.5,2060,15837,1903,98055,47.4819,-122.223,200000
5,2.5,2540,3832,1929,98117,47.6848,-122.398,620000
5,4.25,4830,11466,2014,98040,47.5774,-122.222,1680000
3,1.75,1400,6000,1919,98108,47.5283,-122.321,337000
4,3.25,4280,20296,1984,98004,47.6377,-122.212,1930000
4,2.5,2230,10414,1974,98075,47.5816,-122,544500
1,1,680,1638,1910,98116,47.5832,-122.399,252000
4,2.5,2340,3784,2008,98106,47.535,-122.348,445000
3,2.25,2070,14196,1989,98059,47.4617,-122.07,379500
4,2,1910,4225,1919,98001,47.3084,-122.234,189950
3,1,950,4250,1948,98122,47.609,-122.307,469000
5,2.75,2910,53898,1979,98077,47.7201,-122.062,600000
3,2.5,2930,33981,2000,98059,47.5151,-122.12,785000
4,2.75,2610,8967,1990,98042,47.3747,-122.124,372000
5,3,3880,7180,2004,98056,47.4797,-122.179,445000
4,2.25,3320,53392,1986,98027,47.4724,-122.014,508000
5,1.5,1940,4800,1905,98103,47.6845,-122.332,780000
4,2.25,2510,9800,1978,98072,47.753,-122.145,541100
4,2.5,2660,5608,2003,98029,47.5449,-121.995,729000
3,2,1710,134489,1952,98022,47.2207,-121.984,397000
2,1,1320,4520,1912,98116,47.5655,-122.394,451555
2,1,960,8153,1947,98155,47.7341,-122.3,300000
3,2.5,1790,11542,1969,98059,47.5124,-122.16,416000
2,1,950,3060,1925,98105,47.6698,-122.323,490000
6,3.75,2940,5054,1942,98146,47.5122,-122.385,480000
2,2,930,1662,2002,98199,47.6518,-122.4,368000
3,2.5,4570,10615,1991,98027,47.5533,-122.097,1040000
3,2.5,2370,9000,1952,98146,47.4922,-122.365,545000
5,2.75,3430,15119,1998,98075,47.5678,-122.032,850000
4,3.5,3540,4750,2003,98055,47.473,-122.193,550000
3,2.25,2240,9314,1984,98074,47.6216,-122.032,600000
4,2.5,2710,12138,1968,98155,47.7657,-122.29,535000
3,2.5,2660,4975,2014,98118,47.5487,-122.272,599950
5,2.75,2540,5022,1955,98108,47.5593,-122.3,531000
4,2.25,2210,7665,1968,98006,47.5424,-122.168,530000
4,4,3570,8250,2015,98040,47.5784,-122.226,597326
4,2.5,3450,33460,1997,98077,47.7673,-122.1,805000
4,1.75,2330,8364,1968,98058,47.4568,-122.146,390000
4,2,1690,3250,1901,98103,47.6637,-122.346,487250
3,1.5,1030,8414,1967,98155,47.7654,-122.297,301000
5,2.75,2560,5618,1923,98109,47.6416,-122.355,1180000
4,2.5,1950,3000,2002,98178,47.4977,-122.226,299000
4,2.25,4370,22863,1907,98033,47.6878,-122.215,2350000
4,2.5,2350,3904,1999,98106,47.5305,-122.351,400000
4,2.5,3160,7210,1969,98034,47.7368,-122.183,467500
4,2.5,2430,9103,1990,98023,47.2939,-122.368,305000
3,1,1340,306848,1953,98019,47.7534,-121.912,210000
3,1,1010,10168,1979,98014,47.6453,-121.912,300000
3,2.25,1770,8755,1981,98058,47.4464,-122.123,327500
3,2,1210,7136,2003,98031,47.3996,-122.203,269000
4,3.25,3330,17533,1969,98033,47.652,-122.2,975000
3,1,1240,5400,1940,98133,47.7115,-122.355,355000
3,1,1250,4620,1900,98103,47.651,-122.341,712000
4,2.5,2960,41656,1985,98072,47.7319,-122.132,883000
2,1,840,12252,1994,98010,47.3069,-122.013,190000
3,1.75,1530,8028,1967,98177,47.7768,-122.361,443000
4,3,3750,11025,1976,98074,47.6367,-122.059,920000
4,2.25,2150,8250,1978,98023,47.3045,-122.378,285000
4,3.25,1560,4080,1916,98126,47.5347,-122.38,901000
3,1.75,2040,5775,1958,98199,47.6592,-122.393,552500
2,1,860,5000,1915,98146,47.5133,-122.356,256000
3,1.5,1720,7119,1952,98155,47.7535,-122.314,341000
4,2.25,2090,8941,1975,98058,47.4332,-122.167,279000
4,2.25,2130,10650,1977,98006,47.5567,-122.159,686000
2,1,1300,11867,1975,98010,47.3221,-121.903,225000
2,1.75,1220,15600,1972,98001,47.2853,-122.265,215500
4,3,2420,4800,1919,98119,47.6453,-122.358,950000
4,2.5,2940,156988,1996,98014,47.6214,-121.946,503000
3,2.5,2610,7567,1997,98052,47.6654,-122.137,780000
4,2,1880,7500,1946,98178,47.495,-122.266,212000
4,2.75,2330,6703,1983,98177,47.7066,-122.359,580000
4,2.5,2200,3141,1994,98144,47.5726,-122.305,465000
4,2,1720,7560,1959,98001,47.2845,-122.25,206000
3,2.5,2250,10171,1987,98006,47.5613,-122.11,615000
4,1,1640,6305,1907,98118,47.5563,-122.28,519000
4,3.25,4130,11444,2001,98059,47.5208,-122.15,1140000
5,2.5,2600,3839,2005,98058,47.4324,-122.145,330000
4,1.5,1920,7973,1955,98178,47.4961,-122.235,240000
3,2,2060,7000,1988,98029,47.5644,-122.012,574000
4,4.25,5710,24663,2007,98092,47.3065,-122.158,930000
4,3,2720,183823,1975,98053,47.6749,-122.002,850000
3,1.5,1490,7275,1974,98034,47.7148,-122.213,415000
3,2.5,2360,9005,1929,98133,47.7076,-122.337,480000
5,1,1940,8875,1957,98188,47.4407,-122.275,300000
4,2.25,2570,9503,1980,98011,47.764,-122.167,439000
3,1,1160,36831,1938,98028,47.7507,-122.237,450000
3,2.5,2660,206480,1989,98024,47.6042,-121.956,589000
3,2.25,1260,3000,2003,98029,47.5459,-121.997,477000
4,2.25,1780,6120,1951,98115,47.6955,-122.287,587500
4,2.25,3180,6105,1905,98112,47.6255,-122.314,1320000
4,2.5,3380,27589,1966,98004,47.6292,-122.225,1430000
4,2.25,2690,15000,1978,98074,47.612,-122.064,700000
2,1,1180,6552,1949,98133,47.7477,-122.342,275000
3,1,1660,11783,1978,98077,47.7563,-122.075,367500
4,2.5,2260,6300,2001,98019,47.7235,-121.958,453250
5,1.75,1910,5428,1954,98136,47.5333,-122.392,607000
4,2,2430,8960,1960,98178,47.4979,-122.232,255000
2,2,1300,2500,1926,98117,47.6831,-122.373,501000
3,1,1060,4650,1950,98116,47.5784,-122.393,450000
3,2.25,2200,8000,1981,98055,47.4522,-122.208,360000
4,1.75,1720,3050,1929,98116,47.5654,-122.384,460000
3,1.75,2360,8290,1950,98115,47.6738,-122.281,753000
2,1,820,4234,1951,98136,47.5294,-122.386,389950
2,1,1030,4400,1924,98117,47.681,-122.361,469000
4,1.75,2030,5688,1939,98146,47.5071,-122.387,550000
5,3.5,2700,11675,1948,98133,47.7172,-122.349,565000
2,1.75,1100,7600,1980,98198,47.4136,-122.318,189650
4,3.25,3620,5131,1927,98119,47.6499,-122.37,1530000
3,1.75,1340,8000,1980,98038,47.3651,-122.044,260000
3,1.75,1790,12000,1960,98198,47.3945,-122.313,243000
4,2.5,3830,13800,1969,98006,47.5671,-122.157,1100000
3,1.5,1580,7200,1976,98092,47.2761,-122.152,249000
2,1,2020,7200,1947,98146,47.506,-122.384,720000
4,2.5,3330,9557,1995,98006,47.5526,-122.102,905000
4,2.5,2610,3500,1927,98115,47.6848,-122.326,824500
4,2.75,2610,8760,1978,98040,47.5875,-122.229,762500
3,2.5,1740,1280,2008,98116,47.589,-122.387,580000
3,2,1840,8580,1990,98058,47.4626,-122.132,380000
3,1.75,1080,3200,1926,98103,47.6503,-122.338,805000
4,1.75,1240,4532,1944,98117,47.6892,-122.378,520000
5,4.5,5620,5800,1999,98199,47.6482,-122.412,1570000
2,1,1170,8925,1911,98198,47.4017,-122.321,175000
4,2.25,1760,9602,1987,98058,47.4248,-122.158,353500
4,2.5,2230,26989,1962,98166,47.4285,-122.345,500000
3,1.75,1520,7350,1972,98034,47.7167,-122.17,386500
2,1,1450,4750,1950,98118,47.5293,-122.272,210000
3,2.5,1600,6510,1983,98155,47.7679,-122.308,439500
5,2.5,3220,5751,2002,98042,47.3717,-122.104,315000
4,2.5,1830,8601,2003,98038,47.3576,-122.016,339000
4,2.25,2200,9163,1971,98006,47.5653,-122.146,655000
2,2.5,2170,8678,2008,98053,47.7161,-122.014,740000
5,2.5,1900,7843,1966,98008,47.6273,-122.123,685000
5,2.5,2960,9877,1960,98005,47.5866,-122.171,550000
2,1.75,1710,4234,1920,98136,47.5319,-122.386,405000
4,2.25,2620,17366,1984,98075,47.584,-122.077,765000
3,2,2140,3600,1911,98116,47.5846,-122.383,625000
4,2.5,2100,19680,1914,98055,47.4787,-122.23,207000
4,2.5,2100,19680,1914,98055,47.4787,-122.23,370000
3,2.5,1460,4961,1988,98033,47.6955,-122.183,475000
2,1,990,8250,1955,98133,47.7252,-122.331,365000
